ID,Published,Facebook Page Name,Post,Link,Facebook Media Type,Total Interactions,Facebook Reactions,Facebook Shares,Facebook Comments
325,2025-02-22 19:58:40,América Televisión,"Según el alcalde de Trujillo, una posible causa del colapso del techo del Real Plaza serían las lluvias excesivas",https://www.facebook.com/153707081317782/posts/1238672954286954,Link,2363,1528,31,804
326,2025-02-22 20:06:16,La República,"En 2023, el ex alcalde de Trujillo clausuró este centro comercial por las deficiencias en su estructura; sin embargo, congresistas se ampararon en esa ley.",https://www.facebook.com/94604237016/posts/1080647940760855,Link,2359,1468,515,376
327,2025-02-22 20:24:36,NoticiasTrujillo,"ALERTA EN REAL PLAZA: TECHO DEL CENTRO COMERCIAL EN AREQUIPA TAMBIÉN PRESENTA FALLAS POR LLUVIAS#ÚltimoMinuto A propósito del colapso en Real Plaza Trujillo, en Arequipa también se reportaron problemas en el techo de este centro comercial debido a las fuertes lluvias.    En el video se observa cómo el agua filtrada afecta la estructura, generando preocupación entre los visitantes. ¿Hay riesgo de otro derrumbe?  #RealPlaza #Arequipa #LluviasArequipa #Emergencia #Peligro #Colapso #NoticiasPerú #ÚltimoMinuto",https://www.facebook.com/127333287305512/posts/1223191469162858,Native Video,13081,8974,3137,970
328,2025-02-22 20:37:10,Piura Noticias,"#RealPlaza #Trujillo| PADRE DESPIDE A SU HIJA EN REDES SOCIALES  FUE VÍCTIMA DEL ACCIDENTE EN EL REAL PLAZAHarumy Carbajal Velásquez, era una joven que se encontraba dentro del accidente en el C.C.  Real Plaza, de la ciudad de Trujillo, región La Libertad.Su padre escribió a través de sus redes sociales: ""Mi niña hermosa como es la vida te vas cuando te encaminabas por un gran futuro tenias todo, eras la niña más feliz de este mundo siempre te veía sonreír y cada vez q me veías corrías abrazarme, no sabes cuanta falta nos vas hacer TKM mucho mi Harumy Carbajal Velásquez.",https://www.facebook.com/798498343622795/posts/1082637090547784,Photo,1019,853,121,45
329,2025-02-22 20:49:27,Prensa Total,"#URGENTE#TRUJILLO  | HARUMI CARBAJAL FUE HALLADA SIN VIDA TRAS COLAPSO EN REAL PLAZA TRUJILLOTras horas de búsqueda, los familiares confirmaron que Harumi Carvajal Velásquez (24) fue hallada sin vida entre los escombros del techo colapsado en Real Plaza Trujillo. Estaba en el patio de comidas con su enamorado, quien fue rescatado con vida, pero sufrió la amputación de una pierna. Nuestras condolencias a su familia.FUENTE: AGENDA.PE #RealPlaza",https://www.facebook.com/675337582493019/posts/1396167755023498,Other,963,845,66,52
330,2025-02-22 21:02:32,Prensa Total,"#LOULTIMO #TRUJILLO PNP MUERE JUNTO A SU ESPOSA E HIJA DE DOS AÑOS EN REAL PLAZA  La noticia fue confirmada por sus familiares, quienes lamentaron la irreparable pérdida.La victimas respondían al nombre de Jhon Chávez Valeriano, Daniela de la Cruz Ramos y la menor de iniciales A. C.",https://www.facebook.com/675337582493019/posts/1396172998356307,Other,926,765,96,65
331,2025-02-22 21:05:38,Exitosa Trujillo,"#ExitosaTrujillo | Tragedia en ""Real Plaza"" de  #Trujillo. Exitosa  La voz de los que no tienen voz RadioExitosa: 103.3 FM ExitosaTV: 43 señal abierta exitosanoticias.pe WhatsApp: 986 073 368 - 934 983 198 - 934983206",https://www.facebook.com/110677923630795/posts/1076576247839673,Photo,1192,1023,96,73
332,2025-02-22 21:16:18,Cosmos Noticias,"#Trujillo | ¡Triste despedida!  Un conmovedor texto escrito por un familiar de Harumi, una de las víctimas mortales del trágico colapso del techo del patio de comidas del Real Plaza, ha tocado el corazón de todos. En sus palabras, la familia expresa el dolor por la pérdida, pero también el amor inmenso que siempre sentirán por ella. La publicación ha recibido múltiples muestras de solidaridad y apoyo por parte de la comunidad. En este difícil momento, el cariño y las oraciones nos unen.",https://www.facebook.com/126988874118516/posts/672774498756199,Photo,2295,2031,104,160
333,2025-02-22 21:25:27,RADIO KE BUENA VIRU,"#LaLibertad | MADRE BUSCA INTENSAMENTE A FAMILIA DESAPARECIDA, QUE SE ENCONTRARÍAN EN LOS ESCOMBROS DEL REAL PLAZA",https://www.facebook.com/1982230455333083/posts/663680026002991,Native Video,1168,1019,118,31
334,2025-02-22 21:34:38,La República,"Hallan cadáver de joven entre escombros del Real Plaza Trujillo tras incansable búsqueda: ""Siempre te recordaremos""  https://bit.ly/41b9UUf",https://www.facebook.com/94604237016/posts/1080692147423101,Status,2112,1846,54,212
335,2025-02-22 21:42:01,ILetrados Noticias,"#Nacional El agente S1 PNP Chavez Valeriano Jhon Percy, junto a su esposa e hija de 2 años de edad, perdieron la vida luego del derrumbe del techo en la zona de comidas del centro comercial Real Plaza.  La trágica noticia fue confirmada por sus seres queridos y expresaron su profundo dolor por la pérdida irreparable. Hasta el momento se ha confirmado la muerte de seis personas",https://www.facebook.com/443478389186516/posts/1191768482341271,Photo,1276,1051,110,116
336,2025-02-22 21:47:36,Exitosa Trujillo,"#ExitosaTrujillo | El alcalde de Trujillo, Mario Reyna, atribuyó el colapso del techo de Real Plaza Trujillo a las intensas lluvias: ""Está lleno de humedad"".Exitosa  La voz de los que no tienen voz RadioExitosa: 103.3 FM   ExitosaTV: 43 señal abierta     exitosanoticias.pe   WhatsApp: 986 073 368 - 934 983 198 - 934983206.",https://www.facebook.com/110677923630795/posts/1076598241170807,Native Video,990,464,31,495
337,2025-02-22 22:09:38,La República,"Carlos Rodríguez Pastor, funcionarios de Intercorp, el alcalde de Trujillo y otros trabajadores de la municipalidad han sido acusados de homicidio culposo.Una publicación de Diario El Popular",https://www.facebook.com/94604237016/posts/1080710790754570,Link,2299,1646,176,477
338,2025-02-22 22:17:38,RPP Noticias,"#EnVivo desde Trujillo:  muestras de solidaridad y colectas de agua, comida y otros para bomberos y rescatistas ante colapso de techo en Real Plaza",https://www.facebook.com/32813056753/posts/1813609242773542,Live Video,7178,6140,547,491
339,2025-02-22 22:25:16,La República,Una tragedia en Real Plaza Trujillo dejó 78 heridos y 6 fallecidos tras el colapso del techo del patio de comidas. Las autoridades continúan con las labores de rescate y atención a los afectados. https://bit.ly/439CyYd,https://www.facebook.com/94604237016/posts/1080717874087195,Photo,1173,1008,62,103
340,2025-02-22 22:36:27,Infored Perú,"TRAGEDIA EN #TRUJILLO: JOVEN HARUMI CARBAJAL FUE HALLADA S1N V1D4 EN EL CENTRO COMERCIAL REAL PLAZAFamiliares confirmaron que Harumi Carbajal Velásquez de 24 años fue encontrada sin vida en medio de los escombros tras la caída repentina del techo del centro comercial Real Plaza - Trujillo.Harumi estaba junto a su enamorado, quien fue rescatado la noche del viernes y que tuvieron que amputarle una pierna para poder salvarlo.",https://www.facebook.com/1453701911602858/posts/1209891797811600,Native Video,1506,1270,137,99
341,2025-02-22 23:15:01,Diario El Popular,"¡Muchas fuerzas!  Luego del colapso del techo del patio de comidas de Real Plaza Trujillo, un padre acudió angustiado al centro comercial y recibió dolorosa noticia sobre lo que sucedió con su hijo para que pueda ser rescatado https://elpopular.pe/videos/2025/02/22/real-plaza-trujillo-el-doloroso-momento-en-el-que-un-padre-se-entera-que-amputaron-la-pierna-de-su-hijo-para-rescatarlo-1418780",https://www.facebook.com/136575266391957/posts/1060458489455498,Photo,2268,2071,100,97
342,2025-02-22 23:40:09,LA LUPA,"¡TRISTE NOTICIA! Policía fallece junto a su esposa e hija de dos años tras el colapso del techo del patio de comidas del centro comercial Real Plaza. La noticia fue confirmada por sus familiares, quienes lamentaron la irreparable pérdida.La victimas respondían al nombre de Jhon Chávez Valeriano, Daniela de la Cruz Ramos y la menor de iniciales A. C.",https://www.facebook.com/1474710436076765/posts/1042824121214898,Photo,1026,892,68,66
343,2025-02-22 23:56:08,Red Noticias Norte Chico,"#URGENTE | ¿URGE SUPERVISIÓN A CENTRO COMERCIAL PLAZA EL SOL?- Grupo Patio debe evaluar sistema y condiciones de infraestructura para evitar tr4gedi@- Municipio tiene la obligación de supervisar junto a defensa civil este establecimiento Tras lo ocurrido en Trujillo,  donde el techo de Real Plaza se desplomó, salta la interrogante de ¿Quién supervisa los centros comerciales en Huacho?Lo sucedido en Trujillo,  amerita la atención de las autoridades quienes lejos de ""obviar"" funciones, urge la atención oportuna para evitar similares hechosEn Huacho,  la crisis institucional que atraviesa la comuna,  podría ser una excusa para desentender del tema que llama poderosamente la atención y preocupación. El Grupo Patio responsable de la franquicia Plaza El Sol, está en la obligación de informar a la colectividad huachana de las condiciones de su infraestructura y así garantizar y preservar la integridad de los clientes .Aunque, en los últimos meses este centro comercial ha perdido notoriedad devido a su falta de estrategia comercial, dejando de lado a grandes marcas que prefieren irse a otros mercados.""La administración está en su peor crisis, todo es pérdida.  No hay gente , no hay buena estrategias que conlleven a un incremento.  Cuando hoy en día,  los stand o los espacios son costos elevadísimos"", refirió una fuente.",https://www.facebook.com/380122715488031/posts/961050972883176,Photo,372,275,29,68
344,2025-02-23 00:09:15,Exitosa Noticias,"En el año 2023, Alejandro Cavero cuestionó que se pretenda cerrar el centro comercial Real Plaza Trujillo, pese a que se habían reportado deficiencias en la seguridad del establecimiento.",https://www.facebook.com/263086333713289/posts/1053896166773441,Link,977,597,89,291
345,2025-02-23 00:14:44,Exitosa Trujillo,"#ExitosaTrujillo | Personas aún permanecen en exteriores del centro comercial ""Real Plaza"" - #Trujillo, luego de la tragedia que hasta el momento deja 82 heridos. #realplazatrujllo #techo Exitosa  La voz de los que no tienen voz RadioExitosa: 103.3 FM ExitosaTV: 43 señal abierta exitosanoticias.pe WhatsApp: 986 073 368 - 934 983 198 - 934983206",https://www.facebook.com/110677923630795/posts/1076678514496113,Native Video,2161,1910,179,72
346,2025-02-23 00:35:02,Diario El Popular,Tragedia en Real Plaza Trujillo: fallece trabajadora de 24 años de Ripley tras colapso del techohttps://buff.ly/41arBTQ,https://www.facebook.com/136575266391957/posts/1060493272785353,Status,379,352,8,19
347,2025-02-23 01:00:20,N60 Noticias,"#N60Noticias| Baja calidad de materiales y corrosión, sumadas a la escasa o nula inspección de la Municipalidad Provincial de Trujillo (MPT) habrían originado la tragedia del colapso de techo en el Real Plaza.Más detalles aquí: https://acortar.link/hklnoV",https://www.facebook.com/271385249897782/posts/1223009879401018,Native Video,981,661,260,60
348,2025-02-23 01:26:29,LA LUPA,"#Trujillo PADRE LLEVA A SU HIJITO DE 3 AÑOS AL REAL PLAZA A CELEBRAR SU CUMPLEAÑITO Y EL TECHO SE DESPLOMA SOBRE ELLOS La alegría se convirtió en tragedia. Un día que debía estar lleno de sonrisas, globos y pastel, terminó en llanto y desesperación.Una historia en particular ha conmovido a toda la ciudad: la de un padre que llevó a su pequeño de apenas 3 añitos a celebrar su cumpleaños, sin imaginar que el techo del lugar se desplomaría, truncando una noche que debía ser de alegría.El hombre, sonriente, había compartido minutos antes en su estado de WhatsApp una foto junto a su hijito, feliz por celebrar un año más de vida del pequeño. Nadie, absolutamente nadie, podría haber predicho la tragedia que estaba a punto de ocurrir.“Feliz cumpleaños hijo, tus papas te ámamos y todos los que están contigo atentos”, habría escrito el padre en su estado. Sin embargo, en cuestión de segundos, todo se volvió caos. El techo cayó con fuerza, aplastando a quienes estaban debajo. El padre quedó gravemente herido, como muestran las impactantes imágenes, pero lo que más estremece es que no se encontraba junto a su niño cuando fue rescatado.La incertidumbre sobre el paradero del pequeño ha desatado la angustia entre los familiares y testigos. ¿Qué pasó con el niño? Es la pregunta que todos se hacen. Mientras tanto, el padre lucha por su vida en un hospital cercano.Una celebración que nunca debió terminar asíLo que más conmueve es pensar en los planes que este padre había hecho para su hijito. Un cumpleaños lleno de juegos, sorpresas y amor, interrumpido por un accidente que pudo evitarse. Testigos relatan que no había advertencias claras sobre el riesgo en la estructura del centro comercial.“Fue desgarrador escuchar los gritos, ver cómo todos corrían. Ese señor solo quería celebrar la vida de su niño. Ahora está luchando por la suya”, narró una testigo con la voz entrecortada.Mientras Trujillo se conmueve por esta tragedia, solo queda esperar que el menor sea encontrado sano y salvo. La esperanza se aferra a cada segundo que pasa.Hoy, más que nunca, unámonos en oración por este padre y su pequeño. Porque ningún cumpleaños debería terminar con lágrimas, y ninguna familia debería pasar por un dolor tan profundo.",https://www.facebook.com/1474710436076765/posts/1042870347876942,Other,1232,1070,109,53
349,2025-02-23 01:49:01,TVPerú Noticias,"Familia entera pierde la vida en tragedia del Real Plaza Trujillo. Se trata del suboficial PNP Jhon Percy Chávez Valeriano, su esposa Daniela de la Cruz Ramos y la hija de ambos, de apenas dos años. Los familia se encontraba en el patio de comidas cuando colapsó el techo del establecimiento. La tragedia en el Real Plaza Trujillo deja un saldo, hasta el momento, de ocho fallecidos y más de 80 heridos.",https://www.facebook.com/128291597194733/posts/1078674254304569,Photo,981,865,43,73
350,2025-02-23 02:23:59,Noticias Juliaca Puno,"#JULIACA #TRUJILLO (()) A TENER EN CUENTA QUE EL PLAZA VEA DE JULIACA ES SIMILAR AL PLAZA VEA DE TRUJILLO, EL CUAL SE DESPLOMÓ.El Centro Comercial Real Plaza de Trujillo inauguró su nuevo patio de comidas, lo que parecía ser una moderna e imponente estructura, ahora quedó reducida a escombros, acabando con la vida de muchos peruanos.ADVERTIMOS Que el Real Plaza de JULIACA tiene la misma infraestructura que el Real Plaza de TRUJILLO, teniendo en cuenta que en Juliaca llueve, graniza y nieva mas que en Trujillo¿Que dirá la Municipalidad de San Román JULIACA, Que Dirá Defensa Civil?...",https://www.facebook.com/990339074403352/posts/943340601254806,Other,813,240,475,98
351,2025-02-23 03:27:38,Ozono Televisión,"PROTESTAS AFUERA DEL REAL PLAZA DE TRUJILLO, PIDEN JUSTICIA PARA FALLECIDOS Y HERIDOS TRAS CAÍDA DEL TECHO EN EL PATIO DE COMIDAS",https://www.facebook.com/154872264544597/posts/1032808125543468,Native Video,1623,1351,126,146
352,2025-02-23 04:02:03,RPP Noticias,#EnVivo desde Trujillo: Continúa la vigilia con velas en honor a las víctimas del colapso del techo en el Real Plaza de Trujillo. Ciudadanos se suman para rendir homenaje.,https://www.facebook.com/32813056753/posts/2113898509024475,Live Video,5267,4337,330,600
353,2025-02-23 05:01:30,Prensa Total,"#TRUJILLOVELAN RESTOS DE POLICÍA,SU ESPOSA Y SU PEQUEÑA HIJA TRAS FATAL TRAGEDIA EN EL REAL PLAZA TRUJILLO Restos del S1 PNP John Chávez Valeriano ya son velados junto a su esposa e hija, tras la fatal tragedia ocurrida en el centro comercial Real Plaza. #DescansenEnPaz",https://www.facebook.com/675337582493019/posts/1396408031666137,Other,2158,1831,171,156
354,2025-02-23 05:44:09,TRUJILLO PROYECTOS,"Lamentable! Discoteca Mágnum sigue funcionando a pesar del duelo regional por el fatídico accidente en el C. C. Real Plaza. Es más, han colocado unas telas negras para pasar desapercibidos.",https://www.facebook.com/129594787143467/posts/1281571203625016,Native Video,1442,1129,66,247
355,2025-02-23 11:30:13,Exitosa Arequipa,"#ExitosaArequipa | Centro Comercial Real Plaza de Arequipa tiene 15 días para demostrar que es seguroTras una fiscalización por parte de la Municipalidad de Cayma y Fiscalía de prevención del delito, no se pudo detectar fallas estructurales ya que la azotea está cubierta por el techo ligero, por ello las autoridades y dieron 15 días para que presenten un cálculo estructural de todos los componentes metálicos considerando que el mall tienen un promedio de 15 años de antiguedad. Cabe señalar que las autoridades dijeron que aparentemente sí se dio mantenimiento al sistema de drenaje.",https://www.facebook.com/211858609215212/posts/1097564685742830,Photo,835,603,67,165
356,2025-02-23 12:36:35,El Cajamarquino,FAMILIA REUNIDA EN EL CIELO Velan restos del policía John Chávez Valeriano junto a su esposa Daniela de la Cruz y su pequeña de dos añitos que perdieron la vida en la tragedia del Real Plaza en Trujillo.,https://www.facebook.com/675989729209103/posts/1073809661454743,Photo,880,783,33,64
357,2025-02-23 13:02:47,RPP Noticias,"Continúa la búsqueda de víctimas tras el colapso del techo del patio de comidas en el centro comercial Real Plaza. Estudiantes universitarios han desarrollado robots con sensores y luces para ayudar en el rescate, mientras la Marina de Guerra y perros de búsqueda apoyan las labores. https://youtu.be/OzIOBg0avGU#ROTATIVARPP",https://www.facebook.com/32813056753/posts/688086413547422,Native Video,857,679,61,117
358,2025-02-23 15:03:07,Panamericana Televisión,"Dijo también que ""no se puede promover el odio y la división entre peruanos"" frente a esta tragedia que hasta el momento deja ocho muertos y más de 70 heridos de distinta consideración.Mira la nota completa aquí  ptv.pe/435945 #PanamericanaNoticias #noticias #AlejandroCavero #RealPlaza #Muertos #Techo #Colapso",https://www.facebook.com/133494320019606/posts/1060447642778793,Link,854,452,38,364
359,2025-02-23 15:10:41,Chiclayo Honesto,"¡Este video lo explica todo!¡Habrían numerosos muertos aún sin rescatar!REAL PLAZA TRUJILLO INFORME DE UN INGENIERO EN EL LUGAR DEL DESASTREUn informe preliminar revela deficiencias críticas en la construcción del techo: materiales de baja calidad, corrosión por falta de mantenimiento y acumulación de agua en la lona.  Estas fallas, inadvertidas por una inspección deficiente – realizada por personal  de la Gerencia de Gestión de Riesgo del Desastre de la MPT –  que emitió el certificado ITSE,  se consideran la causa principal de la tragedia.¿Real Plaza de Chiclayo, Cajamarca y otros?#COMPARTE",https://www.facebook.com/391801974635047/posts/951384423827066,Native Video,1130,864,214,52
360,2025-02-23 15:49:37,Ventana Informativa,"#Trujillo JOVEN FUTBOLISTA PERDIÓ SU PIERNA PARA SER RESCATADO EN CC. EL PORVENIR Lamentable historia. Jhosmar Rodríguez Cruz, de 24 años, ya no podrá seguir una de sus pasiones: el fútbol. Trágicamente los bomberos tuvieron que amputarle su pierna para poder rescatarlo y salvarle la vida, tras quedar bajo los escombros del techo del C.C. Real Plaza de Trujillo.La víctima vive en el distrito El Porvenir, y además del fútbol, le gustaba las danzas. ¡Todas las fuerzas para este difícil momento! #pnpperu #loultimo #LaLibertad #RealPlaza #ElPorvenir #rescate #perú",https://www.facebook.com/597322530365882/posts/1415222566486091,Other,1020,860,101,59
361,2025-02-23 16:29:41,Walac Noticias,Supervisarán Real Plaza Piura tras tragedia ocurrida en Trujillo,https://www.facebook.com/1004704502886405/posts/1055518663288483,Status,1167,916,59,192
362,2025-02-23 16:58:30,La República,"La nueva ley N° 31914 establecía que las municipalidades del país deben levantar la clausura de un centro comercial en un plazo de 48 horas. Esto, luego de que el establecimiento presente la documentación correspondiente.",https://www.facebook.com/94604237016/posts/1081326590692990,Link,1137,562,310,265
363,2025-02-23 17:18:20,RPP Noticias,"Alcalde provincial de Trujillo precisa número de víctimas mortales del Real Plaza: ""La cifra siempre ha sido de 6 fallecidos""",https://www.facebook.com/32813056753/posts/688248970197833,Link,845,487,6,352
364,2025-02-23 17:45:08,Noticias Piura 3.0,"[RETIRA POLÉMICO PROYECTO DE LEY] En el contexto de la caída del techo del patio de comidas del Real Plaza Trujillo, Nancy Barrenechea, miembro de la Comisión de Inspectores Técnicos de Seguridad del Colegio de Ingenieros del Perú (CIP), criticó el proyecto de ley 9788, presentado por la congresista de Avanza País, Adriana Tudela, el cual busca que certificados de inspección técnica de seguridad en edificaciones tengan una vigencia indeterminada.En entrevista con Exitosa, indicó que los encargados de la Inspección Técnica de Seguridad en Edificaciones, miembros del CIP a nivel nacional, se han pronunciado contra esta iniciativa. “Tenemos aquí el apoyo de los bomberos. Ellos son los primeros en atender una respuesta de colapso”, resaltó.La vocera del CIP también recordó que una propuesta de la legisladora no agrupada, Maricarmen Alva, que pretendía que las revisiones se realicen cada 10 años. “Era una locura porque estábamos poniendo en riesgo la seguridad de las personas”, acotó.“Esto cayó en un dictamen, el cual se mandó a archivo y estuvimos tranquilos porque las inspecciones se harían cada dos años”, comentó.Pese a que Tudela defendió su propuesta ante las críticas, recién hoy anunció el retiro de su propuesta legislativa.",https://www.facebook.com/187074821423851/posts/951629660519590,Photo,893,565,123,205
365,2025-02-23 18:34:51,LA LUPA,"#TRUJILLO JHOSMAR RODRÍGUEZ CRUZ ES EL JOVEN QUE FUE AMPUTADO SU PIERNA PARA SER RESCATADO CON VIDA EN ACCIDENTE DE PATIO DEL REAL PLAZA Jhosmar Rodríguez Cruz es el joven de 24 años ,fue rescatado bajo los escombros,tras caída del techo de patio de comidas del Real Plaza Trujillo.A él se le tuvo que amputar una de sus piernas para poder salvarle la vida.Una de sus pasiones era el fútbol y las danzas,el viene recuperándose tras este trágico accidente.Su enamorada no sobrevivió y falleció en el lugar.",https://www.facebook.com/1474710436076765/posts/1043428221154488,Other,1963,1779,88,97
366,2025-02-23 19:43:34,Puerto Bravo Noticias,"#LAMENTABLE Despertar después de largas horas que te durmieron y ya no tengas una de tus piernas debe ser una pesadilla en la que le pides a Dios despertar.Jhosmar Rodríguez Cruz, es un joven de 24 años, a quien le encanta el fútbol y las danzas; aquel día del trágico suceso del Real Plaza había decidido ir con su enamorada a pasear sin presagiar que sería el último paseo con ella, pues la estructura caería arrancándola para siempre de su lado.Harumy Carbajal, su enamorada, murió en el lugar; a Jhosmar, para poder salvarle la vida tuvieron que amputarle una pierna.Desde nuestra plataforma de Impacto Dominical nuestras oraciones son para con ustedes, hacemos votos para que estos momentos de dolor sean superados en su momento, sentimos mucho lo ye están pasando hermanos",https://www.facebook.com/519782708045738/posts/1060381856128826,Photo,1365,1123,155,87
367,2025-02-23 20:40:03,Diario El Popular,DESGARRADOR. Usuaria captó a un bombero llorando ante la tragedia que enlutó a Trujillo por la caída del techo del patio de comidas del Real Plaza.https://elpopular.pe/actualidad/2025/02/23/real-plaza-de-trujillo-bombero-rompe-en-llanto-en-medio-del-rescate-de-las-victimas-del-patio-de-comidas-del-centro-comercial-1273372,https://www.facebook.com/136575266391957/posts/1061119309389416,Photo,1547,1356,81,110
368,2025-02-23 21:35:40,N60 Noticias,"#n60noticias|| Harumi Carbajal, joven de 21 años, fall3ce en colapso del Real Plaza""La comunidad de Trujillo se encuentra en duelo tras la trágica mu3rte de Harumi Carbajal Velásquez, de 21 años, quien falleció en el colapso del techo del patio de comidas del Real Plaza la noche del 21 de febrero. Harumi, empleada de la tienda Ripley, se encontraba en el centro comercial con su pareja cuando ocurrió la tragedia que también cobró la vida de otras cinco personas y dejó 81 heridos. Su familia y amigos lamentan su inesperada partida, recordándola con cariño y dolor.",https://www.facebook.com/271385249897782/posts/1223637809338225,Photo,227,208,5,14
369,2025-02-23 21:58:52,Del Chira Noticias,"AMPUTARON LA PIERNA A JOVEN DEPORTISTA VÍCTIMA DE LO OCURRIDO EN REAL PLAZAJhosmar Rodríguez Cruz, un joven futbolista de 24 años, sufrió una tragedia que cambiará su vida para siempre. Después de quedar atrapado bajo los escombros del techo del centro comercial Real Plaza de Trujillo, los rescatistas se vieron obligados a tomar una decisión difícil: amputarle la pierna para salvar su vida.Este joven deportista, residente del distrito El Porvenir, no solo se apasionaba por el fútbol, sino también por las danzas. Ahora, enfrenta un futuro incierto y un largo proceso de recuperación.",https://www.facebook.com/528788090480528/posts/1023036649849646,Photo,1054,931,72,51
370,2025-02-23 22:28:05,Canal N,"El gobernador de La Libertad, César Acuña, pidió unidad ante el colapso del techo del patio de comidas de Real Plaza en Trujillo: ""En crisis hay que estar unidos""Mantente informado en la WEB ► https://bit.ly/webcanaln",https://www.facebook.com/146810535483511/posts/653405017237409,Native Video,1867,968,65,834
371,2025-02-23 23:32:21,Radio Viru Star,Decenas  de ciudadanos se reúnen en los exteriores del centro comercial Real Plaza para exigir justicia a las autoridades por las 6 víctimas mortales tras el colapso del techo del patio de comidas ocurrido la noche de este último viernes.,https://www.facebook.com/201288320002647/posts/1091921152949304,Native Video,3358,1482,1646,230
372,2025-02-23 23:47:13,Ozono Televisión,"LOS VERDADEROS HÉROES, SIEMPRE PRESENTESUn gran homenaje al equipo especializado de los bomberos en búsqueda y rescate USAR de los bomberos de La Libertad. Su valentía, dedicación y sacrificio en las operaciones llevadas a cabo en la tragedia del centro comercial Real Plaza de Trujillo han sido verdaderamente importantes para rescatar a todas las personas y que estas vuelvan a junto a sus seres queridos. MUCHAS GRACIAS Y A COLABORAR SIEMPRE EN SUS COLECTAS.",https://www.facebook.com/154872264544597/posts/1033450485479232,Photo,6923,6313,304,306
373,2025-02-24 00:11:29,RPP Noticias,SJM: grietas en el piso del centro comercial Mall del Sur causó pánico entre los usuarios,https://www.facebook.com/32813056753/posts/688432776846119,Link,2224,1650,190,384
374,2025-02-24 00:40:03,ICA REC-Noticias,Preocupación en Mall del Sur   Usuarios reportaron la aparición de grietas en el patio de comidas del cuarto piso de Mall del Sur en Lima generando alarma entre los asistentes.,https://www.facebook.com/657835997724786/posts/667903385811879,Native Video,407,285,90,32
375,2025-02-24 01:04:57,LA LUPA,#Ica Lo que ocurrio en Trujillo sobre el colapso del techo del real plaza puede ocurrir lo mismo en Ica con el techo del mercado modelo que esta a punto de caer.,https://www.facebook.com/1474710436076765/posts/1043607431136567,Photo,904,624,189,91
376,2025-02-24 01:46:12,Exitosa Noticias,"El gobernador de La Libertad, César Acuña, expresó su indignación por la falta de apoyo de Intercorp, dueño del centro comercial Real Plaza Trujillo, tras el colapso del techo que dejó seis muertos y 82 familias afectadas.Más información en: https://www.exitosanoticias.pe",https://www.facebook.com/263086333713289/posts/1054723646690693,Photo,1101,651,16,434
377,2025-02-24 02:05:24,América Noticias,"#CuartoPoderEntre las víctimas del colapso en Real Plaza Trujillo se encuentra toda una familia, el policía Jhon Percy Chávez, su esposa Daniela de la Cruz y su hija de 2 años, quienes estaban en el centro comercial al momento del accidente. Sus familiares piden justiciaEncuentra las reportajes completos AQUÍ ► https://tinyurl.com/tf8j7eu4",https://www.facebook.com/107076909351252/posts/1044407484391462,Native Video,1232,1125,75,32
378,2025-02-24 02:22:34,Del Chira Noticias,QUIEREN TUMBAR LAS REJAS DEL REAL PLAZA DE TRUJILLO,https://www.facebook.com/528788090480528/posts/1023145546505423,Native Video,1552,1168,219,165
379,2025-02-24 02:37:44,Chiclayo noticias,#LOULTIMO #TRUJILLO GRUPO DE CIUDADANOS INTENTAN INGRESAR AL REAL PLAZA DE TRUJILLO TUMBANDO LAS REJAS#RealPlaza,https://www.facebook.com/252440238977497/posts/1013569994287940,Native Video,858,681,68,109
380,2025-02-24 03:00:14,Ozono Televisión,"PINTAS EN EL REAL PLAZA DE TRUJILLO, SE ALCANZA A LEER ""INTERCORP ASESINOS""",https://www.facebook.com/154872264544597/posts/1033541985470082,Other,2973,2514,222,237
381,2025-02-24 03:15:12,Ozono Televisión,REAL PLAZA DE TRUJILLO CON CARTELES EXIGIENDO JUSTICIA POR VÍCTIMAS DE LA TRAGEDIA DEL PASADO 21 DE FEBRERO,https://www.facebook.com/154872264544597/posts/1033548998802714,Other,1675,1434,176,65
382,2025-02-24 04:04:59,Latina Noticias,#PuntoFinal  Gerente de Real Plaza: «Lo último que hemos podido ver es el monto de una indemnización»,https://www.facebook.com/184116604950729/posts/1117960597031883,Status,4010,2949,131,930
383,2025-02-24 04:42:29,La República,"El gerente general de Real Plaza, Misael Shimizu, no descarta un problema estructural en el centro comercial de Trujillo y señala que la tragedia ocurrida en el establecimiento aún está en investigación.",https://www.facebook.com/94604237016/posts/1081693853989597,Link,1079,629,53,397
